Metro.Status.Code,Number.of.Schools,Agency.ID,Federal.Revenue,Related.Children.in.Poverty,Total.Enrollment
2,4,767,1300000,798,3424
3,1,791,260000,54,1228
2,15,608,3682000,1603,11753
1,43,625,18139000,11532,36111
2,92,633,16216000,7439,93006
2,112,644,30834000,14396,95204
2,16,726,5315000,2819,10228
1,251,1,107149000,30863,185860
3,2,58,424000,216,965
3,3,381,987000,399,1651
3,6,33,553000,237,1622
3,13,55,3389000,943,4233
3,9,61,469000,303,2980
3,1,234,108000,44,180
1,48,1,6708000,3508,26593
3,7,101,792000,415,1708
2,5,139,1447000,513,3511
3,2,422,411000,66,425
3,16,151,1956000,901,5133
3,4,286,198000,176,636
3,2,161,99000,28,251
3,15,271,2649000,1367,9081
3,3,242,291000,84,502
3,1,342,106000,29,233
3,1,314,146000,18,188
3,14,93,2082000,912,7988
3,4,201,552000,324,2453
3,9,221,969000,535,2995
3,4,413,481000,203,1397
3,3,59,354000,118,980
3,10,215,1021000,446,2459
3,3,71,140000,13,351
3,2,282,69000,45,340
3,2,192,374000,138,639
3,4,231,559000,197,1341
3,9,241,1252000,439,1763
3,2,233,159000,66,415
3,4,370,587000,238,1164
3,3,73,130000,63,346
3,22,91,2987000,1522,10691
3,9,251,1318000,571,3960
3,7,261,1239000,602,3094
3,5,391,1014000,429,1490
3,2,283,153000,76,365
3,3,414,342000,115,1270
2,6,3,512000,242,2757
3,8,272,439000,543,4140
3,2,341,1585000,143,544
3,12,340,1723000,748,5100
3,2,182,109000,67,289
3,11,321,1536000,620,4104
3,4,363,505000,217,748
3,7,421,861000,202,1049
2,30,2,3689000,1494,22777
3,12,331,2151000,977,4789
3,8,281,790000,341,2513
3,12,193,3936000,649,4563
3,2,392,77000,17,189
2,16,131,3602000,1999,10345
2,3,135,177000,84,340
3,4,351,286000,150,1011
3,11,171,1059000,288,1567
2,4,137,462000,274,1043
1,29,25,4827000,2080,12552
3,7,273,1330000,458,4218
3,1,316,96000,59,192
3,3,252,147000,85,752
3,1,382,76000,36,170
3,5,291,546000,271,1278
3,2,312,167000,44,464
3,7,52,788000,192,2211
3,5,150,315000,50,1077
3,5,41,678000,184,1302
3,4,322,426000,104,1357
3,12,411,2540000,1170,7001
3,1,262,429000,124,700
3,4,431,854000,388,1675
3,3,232,508000,200,1086
3,3,253,302000,155,717
2,3,133,453000,276,558
2,2,14-016-8060-60,1557000,-9,165
2,4,14-016-8020-60,2146000,-9,391
2,4,14-016-8030-60,1842000,-9,464
2,1,16-019-0000-40,-9,-9,400
2,1,19-022-0000-40,879000,-9,1135
2,1,19-022-0440-62,-9,-9,75
3,2,26-034-3380-61,-9,-9,60
3,4,32-038-8010-60,928000,-9,1100
2,1,31-045-3020-41,84000,-9,510
2,1,34-049-0000-40,414000,-9,1269
3,1,35-050-0000-40,-9,-9,350
3,3,13-058-8010-60,1843000,-9,2504
3,1,46-069-8010-60,1405000,-9,55
2,1,45-067-0000-40,183000,-9,400
1,1,51-084-0000-40,0,-9,845
2,1,53-090-3090-61,2361000,-9,48
3,1,54-092-1180-40,-9,-9,412
3,1,55-098-0000-40,191000,-9,770
1,3,65-108-9000-80,-9,-9,353
3,2,20-083-0000-00,-9,-9,60
1,5,39-055-0000-00,-9,-9,324
2,9,19-022-0040-02,1138000,478,3904
3,3,27-094-4000-26,46000,30,330
2,2,28-037-2250-26,116000,35,530
2,2,34-049-1170-16,169000,79,1969
3,2,11-021-3060-26,148000,58,732
2,5,14-016-1040-02,492000,261,1608
2,11,14-016-2140-17,4061000,161,11414
3,1,54-092-2250-17,31000,18,186
3,3,22-029-0010-26,174000,99,413
2,16,31-045-1310-22,5509000,3190,10535
2,1,13-014-0570-02,51000,49,185
2,11,50-082-1180-02,2594000,519,3817
2,8,41-057-0080-26,1140000,476,2938
2,11,14-016-1300-02,899000,511,3696
2,3,32-046-0610-02,453000,200,1352
2,4,14-016-2280-16,671000,343,4504
2,20,31-045-3000-26,4103000,1692,16041
3,2,20-083-0020-26,304000,205,489
3,5,26-034-3380-26,230000,104,840
2,5,44-063-0260-04,95000,63,3516
1,17,09-010-0040-26,3706000,1757,9290
1,585,15-016-2990-25,412494016,163842,431750
3,3,12-013-0100-26,230000,86,488
3,6,17-020-0150-26,491000,417,2280
2,3,24-032-0010-26,144000,108,1769
2,4,45-067-0040-26,96000,65,1557
2,3,14-016-1690-02,1641000,692,957
2,4,44-063-1550-16,800000,35,5363
3,4,08-089-2010-26,92000,88,979
3,12,54-092-1180-24,4356000,2265,6178
1,26,39-055-0610-25,5551000,4046,11307
2,3,53-090-7010-26,151000,75,966
2,9,16-019-4280-26,1037000,615,4500
2,3,53-090-7030-26,114000,55,565
2,4,04-101-3220-26,127000,106,762
2,6,14-016-0630-02,1232000,266,3750
2,1,53-090-3090-16,263000,129,1182
2,27,50-082-1890-22,13362000,8284,11500
3,7,03-025-0400-26,905000,608,3101
2,52,31-045-0460-22,8076000,2553,36575
2,18,14-016-0650-04,4379000,625,7204
3,3,11-087-0020-26,79000,39,217
2,6,14-016-1610-02,250000,140,2600
2,7,31-045-3040-26,301000,47,4631
2,2,19-022-0620-02,8000,35,922
2,12,41-057-0090-26,3722000,1629,7988
3,2,20-097-0010-26,131000,138,321
2,12,04-101-1220-22,2757000,622,7208
2,5,44-063-0500-26,416000,224,2127
2,8,14-016-1520-02,2340000,1267,3428
3,5,10-068-0030-26,872000,545,2249
2,3,16-019-4290-26,96000,72,981
2,2,19-022-0860-17,548000,147,3802
3,11,46-069-1170-22,1135000,754,3896
3,2,11-023-0030-26,311000,72,320
2,3,19-022-0200-02,363000,196,1695
2,5,34-049-0960-04,446000,159,3668
3,4,08-089-2020-26,147000,116,1210
2,2,14-016-2120-16,364000,140,3181
2,1,34-049-1280-16,102000,42,2514
2,2,56-099-2100-16,274000,149,4682
2,1,24-047-0900-04,7000,9,110
2,6,14-016-1030-02,1281000,175,2087
2,2,14-016-2040-17,498000,61,3250
2,4,41-057-0120-26,1372000,811,1132
2,5,32-046-0050-26,236000,91,1557
2,7,44-063-0150-04,952000,395,4589
1,19,49-081-0400-22,2496000,1229,7960
3,1,55-098-1450-04,91000,47,310
3,4,08-008-3040-26,99000,86,530
3,7,25-041-0800-02,2533000,915,1927
2,1,34-049-1200-13,361000,91,1844
3,6,30-039-1860-26,1433000,930,2481
2,21,19-022-2030-26,2639000,468,18612
3,3,26-034-3250-26,55000,29,305
2,3,50-082-0600-26,156000,90,700
3,3,10-068-0220-26,201000,189,885
1,17,17-064-0050-26,1455000,929,10041
2,4,14-016-1170-02,428000,147,2460
2,4,50-082-0900-04,653000,186,2740
3,7,33-048-2080-26,207000,141,837
2,5,47-071-2200-26,215000,211,2040
3,5,35-050-1410-02,605000,370,2234
2,19,14-016-0150-04,3613000,552,12726
2,6,14-016-2110-17,1452000,160,12273
3,3,40-056-0020-26,278000,189,461
3,4,10-068-0020-26,197000,74,617
2,10,53-090-1080-02,2556000,1098,3911
1,44,48-072-1500-25,12041000,5839,15929
3,3,01-075-0100-26,449000,304,1402
3,6,28-006-1150-02,257000,132,1271
2,3,19-022-0160-02,172000,170,2169
3,14,01-001-1720-22,4041000,1543,7420
2,5,09-010-1370-02,661000,434,1758
2,1,14-016-2200-17,107000,91,1599
2,4,56-099-255U-26,301000,259,1820
2,3,49-081-1000-26,232000,122,1300
2,3,51-084-0140-26,385000,65,1487
3,4,12-017-0020-26,673000,324,1857
2,5,16-019-4300-26,177000,168,2600
3,3,08-008-3000-26,333000,182,844
3,4,22-085-0010-26,358000,222,1068
3,4,11-087-0040-26,367000,178,1346
3,6,49-081-2000-26,310000,176,1889
3,4,26-034-3370-26,269000,167,634
2,1,32-046-3020-16,212000,82,233
3,3,03-026-2020-26,209000,156,522
2,2,09-010-1690-04,48000,14,692
2,2,14-016-1710-02,119000,10,1201
2,3,14-016-2150-17,373000,198,2577
2,4,56-099-030C-04,190000,129,2713
2,1,49-081-0300-17,474000,234,1877
2,16,56-099-365U-26,3253000,949,13072
2,8,19-022-0450-02,604000,351,3873
2,4,45-067-0050-26,309000,124,2432
2,22,34-049-0600-26,6816000,2576,14813
2,23,19-022-2040-26,1989000,375,21383
2,20,19-022-2000-26,2669000,1152,14219
2,4,51-084-0150-26,108000,51,1205
2,6,14-016-0390-02,266000,43,3470
2,9,125,946000,75,5695
1,24,5275,6887000,2421,10484
2,6,1600,539000,381,3144
3,17,365,4339000,1196,10216
3,4,6895,153000,52,1952
2,5,5380,677000,135,2285
1,20,5740,3129000,1756,10518
2,10,1125,1276000,702,4695
2,2,5480,132000,79,1503
2,2,1870,-9,-9,780
2,13,3060,2456000,263,11628
2,8,4205,345000,233,6446
3,4,8360,298000,179,1669
2,4,1000,468000,324,1500
2,6,2270,648000,233,4301
2,4,3325,265000,157,2030
3,4,1655,408000,316,2175
3,1,4790,30000,21,204
2,8,6470,426000,320,5437
2,18,255,1886000,675,10000
1,10,4670,5553000,2260,6625
2,5,4680,400000,189,1515
3,3,8215,436000,299,1757
2,4,1805,1728000,109,1451
3,3,6835,234000,138,964
2,4,7285,220000,179,1791
1,20,2305,5012000,2285,13679
1,43,7995,12076000,4545,24979
3,13,2395,3718000,711,4723
1,53,235,12880000,6378,32342
2,7,4225,644000,529,4065
1,39,4690,17184000,8883,19767
2,20,1010,3878000,1692,9670
3,6,2120,1412000,154,3071
2,6,4245,357000,378,3802
2,3,5900,138000,123,1344
2,3,3025,174000,129,2312
1,24,4710,9022000,2683,13692
2,3,4580,287000,197,1512
2,6,4720,294000,159,3269
1,83,5385,33704000,19127,45240
3,8,4015,1113000,718,5000
1,15,3500,5461000,1629,7112
1,15,7855,3278000,1169,7542
2,10,4615,1377000,203,8300
3,5,4535,541000,146,2328
3,12,4945,2033000,783,6173
2,6,665,610000,365,3363
3,3,2950,594000,327,1370
3,9,875,2632000,731,3914
3,3,5525,293000,136,1078
3,4,8115,327000,148,1363
3,10,3995,992000,769,3602
3,14,2865,4639000,1580,6103
3,16,4925,3396000,1610,7233
2,6,2275,625000,464,3508
3,2,6910,187000,126,1226
2,12,7200,2103000,837,5037
3,6,2855,594000,273,2080
3,4,5085,369000,318,2098
2,2,1900,114000,51,625
2,7,5930,548000,393,4181
2,4,3135,118000,139,2624
1,17,1970,7447000,2527,8916
3,12,3445,2930000,762,4651
2,1,6610,49000,22,232
2,5,4805,290000,244,2575
3,4,7515,272000,325,1590
3,5,5835,381000,199,2113
3,5,6715,992000,169,1767
3,5,7385,630000,222,2377
2,6,7645,482000,310,1571
3,2,8375,130000,80,1146
2,8,225,247000,116,4288
3,2,6145,193000,147,819
2,15,5340,4083000,638,11757
3,7,5635,787000,596,2603
2,10,5350,973000,223,9400
2,6,3330,278000,291,3749
2,6,5485,1096000,439,3283
2,11,6550,1593000,1052,8436
2,8,940,450000,334,3134
3,4,3815,289000,195,1781
2,6,5705,801000,200,2766
3,19,8385,3737000,1702,6351
3,2,6300,113000,115,968
2,2,1180,156000,90,950
3,6,6995,541000,408,2800
2,6,7255,873000,466,2729
2,3,35,713000,546,1589
1,38,7205,10433000,5169,22200
3,4,6705,232000,144,1425
3,2,2455,368000,209,1447
2,9,3005,289000,222,8013
3,5,6195,723000,560,3131
3,4,6350,378000,205,1690
2,14,7865,1281000,949,9561
2,5,4645,306000,162,3398
3,4,7950,227000,222,1552
1,31,8030,5771000,3193,16759
2,18,5360,3327000,551,12250
3,15,4415,2122000,534,6392
3,6,1405,684000,461,2568
2,15,5375,7166000,1205,13902
2,5,5245,346000,180,2125
3,4,6065,761000,348,2452
2,5,3030,153000,101,3367
3,5,4525,970000,799,2277
2,3,4760,286000,140,871
3,4,4455,383000,259,2128
3,3,304890 000,211000,81,1050
2,4,076536 000,249000,65,1259
3,2,116035 000,214000,91,562
2,4,785510 000,146000,124,782
3,3,945325 000,195000,96,850
3,2,420009 000,125000,50,611
3,5,030135 000,465000,236,1600
3,11,850225 000,1031000,517,4897
3,2,490243 000,75000,46,380
3,3,320333 000,99000,63,492
3,4,850472 000,221000,64,1267
3,6,470504 000,282000,91,875
3,4,060576 000,165000,44,771
3,4,990594 000,146000,73,926
3,4,900657 000,284000,108,930
3,9,080729 000,391000,320,2500
3,4,410819 000,177000,122,782
3,15,290882 000,1549000,1030,5253
3,2,150914 000,100000,54,272
2,10,071044 000,892000,593,4387
1,33,571053 000,4259000,2215,18164
3,8,041071 000,751000,422,1692
2,3,571089 000,77000,44,539
3,5,341116 000,637000,320,1810
3,3,241134 000,99000,59,318
3,5,181152 000,262000,116,1261
3,6,731197 000,379000,158,1041
3,13,231278 000,1152000,834,4709
2,6,571337 000,516000,149,3200
3,2,851350 000,143000,54,533
3,4,851359 000,124000,67,601
2,20,781476 000,3190000,1729,10326
1,36,821611 000,5726000,3659,17743
3,3,241701 000,542000,224,1662
1,65,771737 000,13315000,6030,33386
1,18,311863 000,2623000,1300,9707
3,4,101963 000,196000,60,637
2,4,971975 000,198000,67,594
3,3,031972 000,149000,65,522
3,4,742088 000,263000,103,835
3,3,952295 000,361000,148,1550
3,10,942313 000,1665000,875,4434
3,7,562322 000,677000,421,2723
3,2,622367 000,41000,25,205
3,2,362369 000,148000,52,540
3,2,222763 000,154000,96,514
3,2,482766 000,76000,27,495
3,6,352781 000,278000,139,1268
3,6,453029 000,465000,248,1572
3,3,423033 000,107000,113,540
2,6,913114 000,336000,245,3243
1,22,523141 000,1734000,1055,10633
3,5,373195 000,437000,168,1432
3,6,103204 000,348000,135,974
3,7,563312 000,905000,583,2349
2,7,573715 000,420000,262,4574
2,3,573744 000,65000,47,620
3,2,433798 000,173000,83,716
3,4,184068 000,138000,60,625
3,9,644104 000,1643000,708,4958
3,10,174131 000,1015000,617,4516
3,4,844149 000,237000,132,1441
3,3,294203 000,158000,74,978
3,3,794437 000,100000,89,557
3,4,534446 000,216000,126,1114
3,7,444536 000,425000,256,2211
3,12,704581 000,1353000,895,5510
3,8,504725 000,532000,293,3469
3,2,654751 000,109000,65,348
2,4,574777 000,145000,79,804
2,3,774779 000,134000,79,912
2,7,824784 000,389000,286,3062
3,2,234773 000,203000,108,725
2,5,914797 000,246000,88,2022
3,5,334869 000,751000,321,1600
3,3,084878 000,119000,50,724
3,3,534905 000,104000,41,334
3,2,014978 000,213000,32,353
3,8,625013 000,512000,432,2648
3,13,905049 000,1788000,981,4815
3,2,375139 000,58000,19,234
2,6,825250 000,289000,221,3096
3,7,765283 000,247000,107,800
3,3,135301 000,113000,56,315
3,3,755486 000,131000,125,440
3,2,455508 000,148000,128,502
3,2,175616 000,61000,60,465
3,2,745724 000,107000,44,305
3,2,546012 000,222000,127,802
1,32,976039 000,5067000,2218,14640
3,2,406095 000,135000,63,820
2,9,776101 000,566000,163,4466
2,2,576138 000,60000,37,489
3,3,226175 000,251000,136,928
3,2,396264 000,102000,67,593
2,2,096471 000,100000,53,507
2,7,776579 000,268000,59,3431
3,2,336591 000,205000,74,588
3,4,816741 000,233000,137,653
3,5,926768 000,450000,247,1659
1,22,076795 000,5273000,2773,10224
2,4,256822 000,128000,46,2147
2,7,096840 000,406000,149,2061
3,3,936854 000,285000,98,734
3,5,286950 000,498000,283,1997
2,15,776957 000,795000,299,8540
3,3,676987 000,188000,141,738
3,2,707038 000,138000,24,1000
3,2,447047 000,101000,54,522
3,2,437092 000,152000,101,630
2,3,977098 000,149000,60,701
3,4,946096 000,238000,76,600
3,3,113400,161000,58,1076
3,5,131441,283000,144,1067
3,2,183237,206000,102,590
3,2,59288,190000,103,676
3,7,59290,1032000,577,2359
3,3,117364,300000,132,956
2,9,177437,674000,311,5135
3,5,197329,128000,82,552
2,5,15385,233000,186,2974
3,8,35470,460000,661,2925
3,2,153318,123000,60,405
2,6,15402,373000,324,2322
3,4,117488,43000,84,375
3,2,123273,361000,100,852
3,4,165403,99000,36,310
3,2,57459,53000,96,324
3,4,205387,143000,87,349
3,6,155313,358000,104,2369
3,4,113419,79000,79,421
3,2,19285,87000,28,212
3,6,133413,845000,401,2025
3,7,41473,352000,167,1248
3,5,37247,167000,153,850
3,4,125447,215000,86,690
3,2,85335,98000,44,438
2,4,173264,130000,71,1246
3,3,193315,321000,210,1156
3,4,29333,840000,206,1281
3,5,127417,130000,150,1059
3,2,157455,126000,39,149
3,3,95332,108000,72,324
2,12,173260,2054000,759,6714
2,7,91232,427000,181,2947
2,4,103449,131000,88,711
3,2,43486,134000,40,332
3,7,133101,378000,171,1170
3,4,11234,866000,526,2126
2,4,103207,9521000,36,1893
3,17,55457,1163000,1192,7807
2,5,91231,531000,147,2671
3,4,29334,53000,76,259
3,5,185352,390000,269,1198
3,9,9428,1862000,671,3310
3,2,97422,78000,50,294
2,3,79440,146000,122,761
3,11,51489,1873000,519,3470
3,4,65281,69000,75,425
3,3,115410,149000,65,755
3,3,55363,221000,83,980
3,5,125446,630000,428,2325
3,2,69477,80000,29,302
3,2,39295,17000,30,90
3,18,61475,11209000,1430,6715
1,47,209500,7622000,6913,20623
3,3,3479,107000,75,299
3,7,145495,813000,245,1068
1,24,45497,3267000,1660,10619
2,12,103453,2092000,989,4271
2,4,15205,160000,84,803
3,3,203467,217000,103,488
3,4,31245,90000,46,388
3,10,175480,2741000,824,4374
3,3,159444,89000,57,277
2,2,139421,48000,43,486
2,6,173266,338000,142,5232
3,13,161383,3349000,1078,6676
3,3,85337,467000,196,909
2,3,87342,58000,73,555
3,2,97424,63000,19,109
2,5,173263,394000,149,2009
3,3,205461,332000,187,865
2,10,79373,1538000,466,3541
3,5,155309,368000,323,1390
3,3,137211,195000,108,743
3,2,39294,152000,94,549
2,35,91233,4189000,900,20225
2,4,121367,269000,300,1322
3,3,141392,64000,105,494
2,4,139434,323000,211,1367
3,3,115398,145000,77,485
3,5,59287,177000,78,996
3,4,151382,289000,172,1262
3,3,161384,125000,69,289
3,3,21404,248000,49,803
3,16,169305,7367000,1305,7737
3,2,81507,255000,97,445
2,11,177345,797000,372,3298
3,2,19286,210000,161,553
3,2,199241,109000,53,295
3,2,57381,59000,23,370
3,2,185349,129000,79,342
2,25,91229,1407000,256,16632
3,2,75494,209000,80,535
2,7,177450,451000,313,3419
1,30,177501,12368000,3657,14229
2,4,15375,164000,223,1509
3,2,43429,88000,53,412
3,5,67214,570000,264,1830
2,5,173262,157000,78,2353
3,2,195208,188000,80,561
3,7,191353,448000,195,1972
3,3,89104,49000,32,191
1,95,173259,32879000,10834,48547
3,9,35465,1237000,368,2812
3,2,207366,208000,133,630
3,5,41435,388000,181,1486
2,5,45348,159000,31,1333
2,4,103458,105000,44,1936
3,7,21493,268000,370,1425
3,2,37249,293000,49,680
3,4,21499,417000,318,838
2,4,121416,266000,112,1377
2,3,87341,109000,122,757
2,4,91230,563000,127,1422
3,3,77361,365000,148,1100
3,10,57443,3575000,883,5424
3,7,155312,305000,212,1085
3,13,155308,2103000,1133,4940
3,5,37250,1747000,791,2663
3,5,2005000,1651000,572,3055
3,13,89445000,2656000,1370,5511
3,2,12013000,178000,62,305
3,5,4015000,824000,260,1522
3,4,90017000,623000,332,2130
3,10,5021000,1512000,722,3853
2,2,19032000,416000,153,962
2,19,8035000,2753000,1179,14051
2,9,10045000,2714000,778,3670
3,5,11051000,1238000,387,2781
3,3,12055000,789000,266,1210
3,7,13061000,2565000,1253,2529
2,19,15071000,3289000,1538,10865
3,2,84072000,95000,42,423
3,7,18085000,1907000,609,3223
3,4,109092000,1128000,504,1324
3,8,23111000,1694000,807,2469
2,18,24115000,6447000,2627,9298
2,13,25121000,2305000,1092,5600
3,11,26125000,3980000,2134,4397
3,6,118133000,1257000,565,2074
2,15,59134000,4390000,2102,5337
2,22,30145000,4347000,1353,10404
3,4,31151000,1027000,550,1959
3,4,47152000,854000,330,2205
3,8,33161000,1981000,898,2809
2,3,10162000,236000,85,680
2,63,34165000,11948000,5752,33068
3,20,36175000,5189000,3150,7211
3,3,37177000,516000,314,955
2,5,19176000,340000,186,2346
3,2,38186000,593000,187,530
3,5,40195000,1120000,494,2438
3,10,42205000,1849000,767,4877
3,6,43211000,2140000,1192,4209
3,5,46225000,819000,316,1700
3,24,47231000,6382000,1983,16008
3,14,48235000,4917000,2438,5441
3,6,49241000,1240000,615,3187
3,6,50245000,1733000,834,2300
2,14,51251000,3079000,1427,7132
3,5,52255000,1073000,420,2105
3,14,54265000,3414000,1791,6906
2,165,56275000,62798000,18950,95690
3,3,67276000,514000,274,600
2,9,57281000,2269000,1139,6775
3,9,58285000,2406000,1360,3783
2,20,59291000,2784000,1103,12088
3,11,60295000,2862000,1374,3139
3,16,63311000,4673000,2575,8662
3,5,64315000,1913000,1126,2911
3,14,67331000,2517000,1466,3900
3,7,68335000,2121000,915,2468
3,10,69341000,3157000,1184,4362
3,2,72361000,437000,179,1042
2,17,73365000,4508000,1953,9181
3,11,76381000,1730000,793,4921
2,12,79395000,1873000,924,6825
3,5,81405000,773000,367,1662
3,9,82411000,1659000,847,4730
3,3,83415000,780000,416,1129
3,5,86431000,1489000,603,2129
3,8,88441000,1699000,990,2420
3,12,90451000,1651000,808,4519
2,8,19452000,2041000,1268,2665
3,9,92461000,2096000,1056,4509
2,14,30472000,4166000,1566,4658
2,8,79476000,3484000,1304,3988
2,3,9478000,543000,310,678
3,14,97485000,3992000,1870,5000
3,30,98491000,8646000,3572,11380
3,6,99495000,1881000,834,2834
3,14,100501000,5187000,2038,7550
3,5,102511000,2772000,945,3089
3,7,104521000,1675000,845,2848
2,10,106531000,1826000,733,5500
3,7,107535000,2226000,524,3001
2,1,19537000,88000,32,220
3,2,108541000,1107000,314,2235
3,4,109545000,912000,394,2586
3,5,110551000,1070000,499,2137
3,5,113565000,2026000,602,2700
3,21,114571000,4369000,1858,11026
3,9,116581000,2421000,1103,2800
3,11,118591000,3109000,1700,4640
3,2,118592000,596000,329,828
3,5,119595000,1308000,789,1366
2,6,120601000,912000,468,3825
2,0,130607000,-9,319,4389
3,0,130608000,-9,552,3127
2,25,1,9256000,3380,10343
2,20,3,5176000,2606,14937
3,11,4,4058000,1258,4865
3,12,5,6037000,2611,7485
3,11,6,2918000,1406,6318
3,9,7,2103000,1049,3108
3,10,66,2488000,1138,3185
2,30,8,8249000,3340,18950
1,74,9,29232000,12847,46654
1,60,10,16250000,6647,33003
3,9,13,1858000,806,1970
3,9,14,2167000,1011,2949
3,11,15,3194000,1483,3939
3,12,16,3506000,1569,5221
3,6,18,2298000,1157,1981
3,6,19,2500000,1125,2778
3,33,23,10137000,4002,14890
3,9,24,4263000,1737,5135
3,9,25,1709000,761,2851
3,14,27,4013000,1714,6014
1,28,29,9254000,3559,15576
3,9,30,1281000,586,2682
3,17,31,3435000,1837,6700
2,35,32,7157000,3107,19457
3,9,33,2917000,1260,2658
3,15,35,7247000,2495,7130
2,31,37,9059000,3223,18043
2,8,38,3254000,1187,4972
2,55,40,16432000,6762,24346
3,12,42,3508000,1705,3925
3,12,43,3706000,1270,4550
2,18,44,5037000,2263,9047
2,19,45,4957000,1710,10070
2,11,48,5755000,2167,6754
2,37,49,14459000,5984,15879
2,17,50,5969000,2630,8716
3,26,51,8412000,3352,11156
3,37,53,12224000,6204,18795
3,6,54,2354000,691,1230
3,10,56,2230000,1101,3701
3,20,57,5381000,2567,9217
3,18,58,10765000,1987,10120
3,12,59,4267000,1753,4573
2,23,60,4473000,2240,8508
2,11,61,2581000,931,3890
3,8,62,1533000,827,2630
3,4,63,2042000,417,2347
3,8,64,2388000,964,3029
1,105,17,32839000,15557,55897
3,15,20,5064000,2484,6587
2,84,26,32908000,15558,54579
1,41,28,17476000,6678,31840
1,20,65,8613000,4865,10911
1,122,36,67919000,31904,80737
3,9,39,3009000,1374,3387
1,42,55,12612000,5174,20339
3,1,2,88000,19,385
1,12,20,1296000,534,4165
3,8,21,1547000,525,2789
3,6,30,500000,269,2093
3,5,40,1007000,558,2959
3,2,903,220000,97,804
2,6,53,483000,228,1880
3,6,63,1495000,274,3400
3,4,70,440000,111,820
3,5,77,858000,303,2036
2,1,130,142000,80,409
3,2,138,271000,70,323
3,5,144,517000,88,2029
2,4,151,172000,7,1909
2,6,171,445000,48,2615
1,3,197,119000,94,1157
3,3,214,316000,142,1043
1,9,233,1989000,1027,4452
2,4,242,471000,198,1770
2,2,243,46000,32,460
2,1,915,157000,38,483
3,2,256,241000,120,1102
2,1,269,240000,30,610
3,1,291,49000,10,218
3,1,907,107000,23,660
3,1,307,0,34,275
2,3,320,332000,142,1247
3,1,323,100000,48,242
1,19,353,3591000,1753,8600
3,1,360,127000,38,262
2,1,362,98000,26,792
2,4,374,702000,227,1974
3,10,381,1473000,601,3951
2,6,383,343000,62,2876
3,8,511,647000,260,2456
3,5,513,250000,120,362
2,4,515,436000,173,2096
3,4,516,215000,35,1020
2,11,517,1173000,626,3801
3,9,501,845000,396,2251
3,2,520,411000,102,636
3,4,521,281000,103,894
3,3,524,705000,122,739
3,5,527,959000,204,1296
3,3,530,305000,72,300
3,3,531,392000,106,792
3,3,533,184000,44,523
3,10,534,941000,409,2025
3,5,536,542000,183,1039
2,2,539,290000,121,672
3,8,503,1070000,432,1780
3,8,540,750000,406,2348
3,5,541,676000,142,937
3,5,544,383000,80,1100
3,2,545,214000,66,371
3,7,504,432000,182,890
3,1,508,41000,25,230
3,9,509,1183000,482,2894
3,5,577,271000,120,761
3,1,860,42000,-9,402
2,10,403,1089000,390,3426
3,1,909,344000,88,452
3,6,456,1156000,507,2200
3,4,918,303000,114,1604
3,1,464,207000,18,1439
2,5,478,443000,107,3188
3,3,486,346000,81,1095
2,4,491,207000,55,1558
2,4,492,323000,62,2103
3,8,561,745000,243,2364
2,5,551,182000,56,2326
3,6,558,508000,165,1073
3,6,549,1134000,310,2824
3,6,547,798000,199,2684
2,3,563,264000,86,1027
3,9,548,1347000,453,2054
3,7,546,797000,190,1097
3,6,559,528000,264,1252
3,11,554,1493000,630,3691
3,5,556,517000,183,934
3,8,557,781000,266,3510
3,4,567,561000,283,1296
3,2,570,418000,156,724
3,6,571,328000,193,2665
3,6,572,333000,114,957
3,8,575,1036000,212,3548
3,1,791,1319000,-9,113
3,1,792,1763000,-9,155
1,182,30,98481000,37609,102000
2,158,3,37622000,12983,106723
2,20,4,3554000,1513,15754
3,9,5,2445000,1137,5612
2,34,6,4990000,1999,27576
2,28,7,4526000,2301,15698
2,32,8,5910000,2895,22745
2,51,10,7282000,3024,36142
3,16,11,3225000,1408,5003
2,53,12,8685000,3951,38943
3,8,14,1830000,487,2885
2,182,16,46371000,18043,131374
2,11,17,2265000,859,7069
3,24,18,5369000,2492,15020
3,9,20,1673000,838,4520
2,44,21,7215000,3171,19995
3,21,22,6382000,2986,14515
2,2,3,269000,186,1109
2,7,5,991000,479,4379
2,4,8,295000,436,1601
2,5,14,554000,39,2435
2,11,16,2293000,887,6918
2,6,17,487000,89,2471
2,3,19,514000,197,1274
2,13,20,2323000,721,7080
2,6,26,647000,171,3608
2,9,31,1416000,148,6566
2,5,622,490000,244,2355
2,2,806,299000,-9,825
1,127,35,42659000,30552,62950
2,11,40,1188000,387,4923
2,1,910,87000,-9,400
2,9,46,1830000,835,6073
2,16,49,4948000,1819,7281
2,1,51,114000,11,780
1,16,61,5503000,1606,7960
2,4,67,245000,150,2063
2,2,78,86000,26,575
2,6,79,1034000,266,4103
2,6,658,775000,264,4106
2,2,660,677000,158,3335
2,7,88,689000,334,3860
2,10,93,2902000,929,4982
2,6,94,781000,238,2230
1,37,95,7282000,4733,12121
2,7,96,1579000,995,4816
2,5,99,676000,241,2910
2,1,818,189000,-9,491
3,1,670,364000,21,675
2,6,103,1038000,785,3250
1,1,828,1293000,-9,2083
1,21,128,3462000,1496,8592
2,5,136,593000,14,3528
1,14,137,7305000,4543,7562
2,6,141,1948000,147,2752
2,2,690,260000,76,1708
1,18,149,10127000,8039,12885
